participant_id,task_num,word_count,time_spent,response,openai_score,qwen_score,xai_score
222,1,98,275,"was out at the beach with the family having a day out beach ice cream sun what's not to enjoy loving life......

we was walking along the coast line watching boats and ships out at sea and then we see this jumping ripples not too far from where we was standing?

it was dolphins couldn't belive my eyes it's first time iv ever seen these amazing creatures we had to walk back along a little to see them only to come closer too use there so cute would be a dream to swim with such a beutiful creatre.",24,15,28
222,5,104,230,i had went through alot in my early life job to job you know how it is got to start at the bottom work my way up the ladder but never getting the oppertuinitys to do so.? so i gave up tossing and turning job to job and went to college even though at the time i was older than everyone there i was sucsessful in my conquest for a trade and a job that would set my future i worked hard and even harder to obtain new skills and useful trades that i now posses through my time serving as a junior tradesman.,16,15,15
222,2,139,360,"Recently moving home to a new house around 30 minutes away from my old place, I decided to try out some local resturants and takeaways as anyone who has just moved to a new area would I guess. I went up to a local kabab house it looked nice from the front was very clean and the staff looked happy enough.. Little did I know I would fully regret my actions of trying out new places an order was placed for a kebab with garlic sauce and another kabab chips, cheese and chilli sauce.. when we got home the sauces was a little thick and usually would come in a little tub this time they had been poured all over the food.. upon eating my food i had started to notice it was more of a grey colour not",20,25,12
223,2,54,360,"I want to talk about a recent movie I watched that brought impact. The movie title is Alladin, and it's been very educative, full of love, magic and tragedy. It has a great deal of suspense and also lots motivations and lessons. It has great impacts and what stood out for me is te",15,12,15
223,1,125,327,"My work has been very tiring and mostly have to relax my mind. One occasion at work, I felt very tired and something surprising happened. I was assisted by a friend who we both completed school in a very long time. She happened to be one of my best friends, and we shared everything together. AT work, she was very calm, loving and trusted, She took my daily task and that motivated me and propelled me to work extra harder. Our interactions were great and the work we did that day was very successful. Everything was working perfectly and I was happy. Meeting up with a friend is very important is collaborations and in working. This brings so much zeal and desires. At the end",18,15,15
223,3,118,270,"My dream Business is about human Investment and Care. This is very important and has been one of my greatest business plan. To identify and help bring growth to a human that has full potentials, skills, special ability is one of my priority. There are humans that are very special and some with high IQ, and some having special talents. Investing in them will bring out the best and with their special abilities, they can be a very significant asset to the environment, society, and the world. This idea will resolve in lots of money and I will ask that you invest in my idea whiles we look for this special kind of people all over the world.",18,25,20
223,5,128,307,"One of my greatest challenge was when I started medical school. This was very hard for me because at the time, I was with my wife and we had our first baby. Things were so had taking care of home and saughting  out my studies. I was very busy and very dedicated to my family and school at the same time. This challenge affected my health since I was actually working so hard and also, over time, blending school and studies together. In spite of this challenge, I ask for  help from a friend, and she helped with a lot. Having a good friend around can be very important. Sometimes some challenges needs human interference and this was what i received from a friend to overcome my challenge",15,15,15
224,5,101,269,"As a woman, I have faced a lot of challenges, which I cannot seem to express them all. Growing up and also in the job market, I have faced a lot of discrimination being a woman, most people believe I am not confident at all to be successful in any work field. I have done nothing but prove to them that I am very capable, and I have enough strength that keeps me moving. With this mentality, I have become more successful in any field I have been to. This is to encourage everyone to be resilient in their chosen fields.",18,15,15
224,1,102,216,"In the last month, I have felt the need to cherish effective family bonding. Family to me, I will say, is the best thing in every person's life and people must protect it at all cost. During the last month, I spent a lot of quality time with my family and this made me realized the need for family in every person's life since we cannot live without it in any way. Family gives you love, encourage and uplift you whenever you are down and as a result, it is therefore essential for everyone to take this very serious in their lives.",15,12,15
224,3,104,260,"I have always been a very emotional person. Growing up, I have seen and felt the need to care for each and every individual. Seeing people homeless, breaks my heart a lot. All people deserve some special treatment irrespective of their backgrounds, hence my business idea for a food bank to provide free meal for homeless and the less privileged. I am not particularly interested about making money for myself but looking at ensuring other people's lives are transformed. It is therefore my wish to have people on board not just to invest in my business idea but also investing in humans as well.",20,25,25
224,2,100,222,"I recently watched a history movie about the United States and I must confess it was such a lovely scene, a lot. Watching the movie has really been helpful to me a lot because I have been able to learn and gotten more knowledge as a person. I did not seem to know much more about the history of America as an American till I finally watched this movie which to me has really been beneficial a lot to me and has also help shaped my mentality as an American. I will encourage everyone to know more about their country.",15,12,12
225,2,59,334,"Just saw 28 years later with my frinds, and were hooked. It was awesome being back in the world waht a reunion. the film nailed the suspense and added some fresh twists, keeping us on the edge of our seats. My freinds are saying that its the best thing that theyve seen this year, great action and story whoop",18,15,15
225,3,45,198,"INTRODUCING CINELUX EXPERIENCE - a new brand of cinema that combines cutting edge technology with unparalled comfort, offering gourmet didning options and immersive soundscapes to transform every movie night into an unforgettable event join us in redefining rthe future of cinema where luxury meets entertainment",28,25,25
225,1,15,111,"Valenacia gracias , unforgettaable woweee the city of Arts and scinces magic with ANgie !",20,12,12
225,5,32,116,I was tasked with leading a project team that was behind schedule so i imlemented a new project management tool and restructured our workflow resulting in the team meeting the deadline succesfully,15,15,15
227,3,276,322,"When I was younger I spent many happy holidays with my family at butlins funcoast world in skegness. It was a magical place back in the 80s and 90s, full of colour and character. It was better than going abroad. Then in later life, everything changed and now it looks like an industrial estate with no colour or character. A lot of people remember how butlins was back then and like me, they wish they could go back in time to it. 

So I want to create a virtual reality world where everyone who loved funcoast world the way it was back then can go back in time. It will be set up exactly how it looked back then which will not only be good from a nostalgic point of view but will also bring back so many happy memories. I keep meeting people online and offline who loved the camp as much as me and we always share our happy memories.

Imagine someone whose family members are no longer here who can remininse over a time that they once enjoyed or someone who is close to dying who can remember the fun and happy times before they leave the earth. My idea will be good for mental health and bring a lot of happiness in to peoples lives. People can explore the camp and see things just as it was when they were there, as though they are still there. 

And there can be comment boxes where users can share their memories and stories, so it becomes like one big club. A lot of people like butlins so it would generate a lot of interest.",38,38,38
227,1,190,220,"I buy and sell online as a living and enjoy it but I was just selling cosmetics for a while so I wanted to branch out in to other areas to keep my business viable. 

So one day I was browsing in a charity shop and I spotted a novelty mug. It was quite a high price at £5 but I thought maybe someone would be interested in it so I decided to take a gamble and buy it. 

I posted it online and within 24 hours someone had bought it. I was shocked that it sold so quickly but also happy as I made a decent profit on it. 

Now I very rarely buy and sell cosmetics and instead have a large collection of novelty mugs to list for sale. It looks like I have had a major tea party with  mugs here there and everywhere around the house. I have enough to start my own mug shop and nothing else. 

If someone pops round they will be thinking I've got a large circle of friends or I've had a meeting or something as there are so many mugs.",28,25,30
227,2,163,201,"I was down in ipswich at the time and my partner and I were looking for something tasty to eat. We decided to try this chinese cuisine bar in town. 

It was laid out in a modern style with very long tables and wooden benches instead of the usual tables and chairs, so that in itself was unique. The menu had a lot of options and they all sounded very tasty.

There were mainly noodle and rice dishes on there. I opted for egg fried rice and sweet and sour chicken and what a delightful combination that was!
The rice was soft and mouth watering, there were plenty of bits of fried egg. The chicken was beer battered and very tender.
The sauce had large pieces of onion, pepper and pineapple in it. I can still taste it now. It was exotic yet indulgent and if you like chinese food, you will love that place. My partner was equally happy with his meal",20,15,20
227,5,178,217,"I am very shy and have trouble engaging with others which makes it difficult in the work place. I needed to change that so I tried a couple of things which helped immensely. 

I first cut out all processed food. When I do this, it helps my focus and concentration levels too and cleans and clears my anxiety. Think of it as not putting toxins in to the body and toxins cause anxiety and poor performance. 

Then I found a track on youtube which is a healing frequency subliminal. It repogrammes peoples minds to help them deal with people better. So I spent a whole night listening to that and falling asleep to it and when I woke up the next morning, I felt like a new person, a better person.

Colleagues were smiling at me all day long and were coming up to talk to me and me to them as though I had an air of confidence about me. It changed my life for the better. I think every employee should try this who is struggling",38,15,28
228,5,83,359,"In my previous role, I collaborate with a colleague whose communications style was quite diff rent from mine, which initially led to misunderstanding and project delays. Recognizing the need for a solution, I took the initiate to have an open conversation to understand their perspective and work preferences. I proposed regular check in and established clear communications channels to ensure we were aligned on our goals and tasks, This proactive approach not only improved our working relationship but also increased our efficacy, Ultimately,",20,15,15
228,2,99,311,"Nestled in the heart of downtown, The Gourment Nook enchants with  its cozy ambiance and eclectic menu. The truffle mushroom risioto  it is a must-try, rich and perfectly creamy. Servive is prompt and friendly, with staff  knowledgeable about the menu. The dim lighting and rustic decor offer a charming escape from the bustling city outside. Whether indulging in their signature cocktails or savoring the decadent chocolate fondant fro dessert, every bite feels like a celebration. Perfect for date nights or intimate gathering, it good for every occassions and i will come here over and over again i will recommend.",20,15,20
228,1,107,287,"Hello everyone I would want to share this remarkable memory with, I remember when i gave birth to my first child, it took so much time and effort for her to Wal, I remember so vividly, I tried all medicines as possible but no avail, phone day whiles in the dining i saw my child moving towards me, The surprise in my eyes the giggled that followed and the way teetered on those tiny feet every second was a treasure, at that moment I realized how fast they're growing and this gave me just one thing God is good no matter the situation he will come through.",24,35,30
228,3,26,359,"Introducing Danielle apparel Where fashion meets functions, We create stylish sustainable clothing that empowers individuals to express their unique identity while prioritizing comfort and environmental  responsi",20,25,25
229,1,85,360,"""Just came back from a Thai paradise vacation where my days were full of blissful spa escapes, savouring amazing dishes like A5 wagyu, Ayutthaya river prawns (bigger than the size of my hand!); and experiencing breathtaking views from bustling Bangkok to tranquil Pai up high in the mountains towards the Myanmar border. Swipe to join my adventure through flavour and scenery! In the heart of Thailand's serene landscapes, I found peace through meditation, grounding myself in the lush green of Pai and the ancient energ",28,25,35
229,3,119,336,"My dream business would be one where I got to indulge in my hobbies and where I could get paid for doing the things I love. One of the things I love is eating delicious foods from amazing cuisines. I think this country is missing an a genuine, amazing, Thai restaurant which has authentic dishes. My dream business combines my passions with a unique market opportunity, making sure I recruit the most skilled chefs from Thailand and using premium natural ingredients; this would set it apart from normal Thai restaurants in the UK. I also love playing the piano so I would make sure there is a piano in the restaurant, to a soothing and memorable ambience to customers.",24,25,25
229,2,161,321,"I recently got back into playing piano again and one of the things I love about it is revisiting the Final Fantasy Piano Collections. I've always had a soft spot for this music, but playing it myself hits differently now. The arrangements are genuinely beautiful, expressive without being over the top, and challenging enough to feel rewarding when you get them right.

There's something meditative about all of the music sheets in this collection. It helps me get a sense of progress and calm, especially when the rest of day to day life feels overstimulating.

I'd highly recommend these piano arrangements if you are someone who connects to music emotionally and enjoys playing pieces that actually make you feel something.

There are many amazing pieces but the one I love the most is Tifa's Theme, as there is a sense of calm and pleasantness about it.

If you love meditative and melodic piano, I don't think you will be disappointed :)",28,25,20
229,5,154,356,"One of the biggest challenges I've faced was preparing for a high pressure workshop with a range of colleagues. I'm autistic, and situations like that can be really overwhelming, especially with all the unfamiliar people, and expectation to contribute on the spot. I was worried that I wouldn't be able to mask well enough or keep up with the social and sensory demands.

To manage it, I prepared thoroughly and studied the agenda in advance, and even practised responses out loud in case I got caught off guard. I worked out logistics like travel and breaks to reduce overwhelm and made space to decompress afterwards. That level of anticipation helped me to stay regulated.

Even though the event was still challenging, I managed to participate and contribute meaningfully, and I achieved all of my objectives. The experience reminded me how capable I am when I can prepare on my own terms and overcome adversity.",32,32,35
231,1,73,359,"Just had a surreal adventure that still has me buzzing, i found myself in a tiny , hidden bookshopo that smelled of old paper and stories waiting to be told. I stumbled upon a book that seemed to glow with its own light, as if it had been waiting just for me. As i flipped through its pages, it felt like diving into a world where time does not exist. 
Have you ever",34,15,38
231,5,56,265,"In my previous role i was tasked with leading a project that had fallen signifficantly behind schedule due to unforeseen technical challenges. Recognising the urgency, i organized a series of collaborative problem solving sessions with my team, where we identified key bottlenecks and devised innovative solutions. By rellocating resources and implementing a new project management tool.",15,15,15
231,2,73,285,"I recently tried a new restaurant called La Dolce Vita. The restaurant promises a taste of Italy, and it certainly delivers. Nestled in the heart of downtown, this cozy spot offers a menu brimming with autentic flavors. The margherita pizza was a slice of heaven , perfectly thin crust with a delightful balance of tangy tomato sauce and creamy mozzarella. However, the service was a bit slow, likely due to the bustling weekend",20,15,15
231,3,64,245,"Imagine a world where every one can harness its own clean energy effortlessly. My dream is to launch ""EcoNest"" a company dedicated to providing affordable, easy to install solar panels with integrated AI technology for optimal energy efficiency. with my $10,000 investment , we can develop a prototype that not only reduces energy bills but also empowers families to contribute to a sustainable future.",24,25,38
232,3,61,211,"My dream business is called EchoVerse. It's a creative platform where people from underrepresented communities can share their stories through podcasts, short films, and writing. We'll work with new storytellers and run workshops to help more people learn how to tell their own stories. With $10,000, I’ll launch our first series and build the tools we need to grow the platform.",32,25,38
232,1,79,170,"A few weeks ago, I found this small cafe hidden behind a bookshop. I’d never seen it before, but something about it pulled me in. The owner was kind and shared little stories about the menu, and the walls were full of notes from people who had been there before. I sat there for hours, drinking tea and reading their words. It felt quiet and special, like I had stumbled into a little world I wasn’t supposed to find.",32,25,38
232,2,84,142,"Last weekend, I tried this boxed mac and cheese I saw at the grocery store. I didn’t think it would be anything special, but it honestly surprised me. The cheese sauce was creamy, not watery, and it had a really nice flavor. It tasted like comfort food in a bowl. I added some black pepper and a bit of hot sauce, and it turned out way better than I expected. It’s nothing fancy but for something quick and easy, it really hit the spot.",20,15,15
232,5,92,145,"At my last job, I was asked to handle a project that needed some advanced Excel work. I didn’t really know how to do it, and honestly, I was nervous at first. But I didn’t want to hold the team back, so I started learning watched videos at night, practiced during breaks, and asked a coworker for help. After a couple of weeks, I got the hang of it and even made things run smoother. It made me realize that I can figure things out if I stay patient and keep trying.",18,15,15
233,5,204,249,"So a few years ago whislt working as a full stack web developer in a team of 4 people. One of my colleageus quit and I was to be responsible for continuing to support the websites they were developing/supporting. The challenge for me was that this member of staff was in charge of supporting 100+ websites in a technology that I had never used before and everything was setup and managed on an apple macbook, something that I also have not used before. I had about a week prior to their departure where I could ask questions/learn their tasks but it was only for 1hour over our lunch break which was not really sufficient. However I pushed through and manged to learn as much as possible in those lunch time knowledge transfer sessions before ultimately being let loose   with his macbook and being in charge of meeting any deadlines that he previously had. All in all it was a very hands on trial and error period but i feel like I was successfully able to learn what I needed to in order to get the job done and I was also able to learn on the fly and complete tasks to a high degree.",20,25,15
233,3,106,258,"The idea that I have coined the ""EcoSmart Shield"", is a next-gen home device that optimizes enegry use while safeguarding your home. It has curtting-edge technology and a sleek design. It not only reduces your carbon footprint, but it also enhances security. If you invest in the ""EcoSmart Shield"" today you would essentially become part of a sustianable future, ensuring comfort and pead of mind while also being able to tap into the home automation market. I think this is a unique idea that has not been done yet so investing in my vision early would be a great way to get started in advancing technology.",24,25,28
233,2,103,228,"We visited the Meatery restaurant to celebrate my sister's 32nd birthday. We enjoyed the cozy atmosphere and great company. The staff were very friendly, but the service was notably slow, with long waits for both orders and assistance. At times, it felt like we were being intentionally overlooked. This was quite frustrating. Despite the delays, the food was delightful and we appreciated the ambaince and our own company. If you do plan to visit, I would recommend going when you have ample time. Its probably not the best place to go if you are on a tight schedule and have somewhere to be!",18,15,15
233,1,133,289,"Life has a strange way of bringing people back together, often in the most unexpected ways. Recently, I attended the funeral of an old school friend, a bittersweet gathering that reunited me with faces I hadn't seen since we were in school together or even the rugby lads that I havent seen in over 15 years. Despite the somber occasion, it was heartwarming to reconnect with those who shared so many of my formative years. As we shared storeis and laughter admist the tears, it reminded me of what life used to be like back then. A much simpler time where you could just chill out with friends and have a good time, no worldly worries hung over your head, no big problems just you and friends having the time of your lives.",28,25,35
236,2,52,202,I walked into Thunderbolts expecting marvels version of suicide squad. what i got was something more balanced. action wise its not doing anything new but its tight and stylized makeing for alot of fun. if your burnt out on superhero movies this wont change your mind but you wont regret the experience.,20,32,25
236,5,102,254,one of the biggest challanges ive had on the job was during the holiday rush. We were short staffed and the trucks were coming in late. Shelves were clearing out fast and it felt like we couldnt keep up. I didnt want to waste time complaining so i helped split the work into smaller sections. we roatated so no one got burnt out. i kept checking in with the team so we could get done high priority stuff. i even stayed past my shift to make sure i could help finish. it was rough but i learned alot about working under pressure.,20,15,20
236,1,108,277,a couple weeks ago during my overnight shift stocking. the summer heat was bad. the stores ac was struggling and by the third pallet i was covered in sweat. it felt like moving the boxes was turning into a workout. no breaks just heat. the team kept pushing through it. making sure the shelves stayed stocked despite the slow fans and hot air. at one point a fan fell over and broke and everyone just stopped and laughed like it couldnt get any worse. the kind of time you either complain or just roll with it. we just got the job done. anyone else dealing with summer struggles?,20,28,35
236,3,115,289,I want to start a small art business focused on original abstreact art paintings. they bring color and emotions into peoples homes. I create unique art pieces giving each paint texture and depth you dont get with prints or digital art. my art isnt just decoration its a way to make a space feel special or alive. with 10000 id invest in better quality supplies and build a small online store. run targeted social media ads to reach buyers who appreciate original art. im building my portfolio and some sales experience. so this funding would help me reach more collectors. by investing in this business your helping a creative business have the opportuity to succeed.,20,25,20
237,3,19,360,I am working on a product that would combine virtual world solutions with real world problems. Gamers could b,20,10,20
237,5,35,234,I was working for an ISP when a large storm knocked out the hub for a customers area. I quickly coordinated resources and successfully located a new hub allowing the customer to resume their service.,15,15,15
237,2,42,213,transport fever 2 is a delightful journey through the art of logistics. managing the various transport networks feels like playing with a giant train set. connecting people in the cities using buses and connecting towns with train lines has been very entertaining.,20,25,25
237,1,31,252,"Just got back from indian springs trail. reached the peak just in time to see a majestic storm cloud roll in. thunder, lightning and a deluge chased us down the mountain!",24,25,35
238,2,118,306,"Recently I visited a cafe which was a cozy spot tucked away near a big shopping centre. From the moment I stepped in I was greeted with warm smiles and the comforting aroma of pain au chocolat and fresh ground coffee. Yummy. 

The cafe had rustic wooden tables and soft indie music playing quietly in the background, which created a really chilled out relaxing vibe. 

I ordered a latte, which was smooth, sweet, and unlike any latte I had had before. I also ordered an almond crossiant which was flaky and fresh, which had clearly been made very recently. I can't wait to return and to take my partner with me.

I've already reviewed them on Social Media.",20,15,20
238,5,121,223,"One significant challenge I faced was during a project at my previous job where our team had been tasked to deliver a complex report with an almost impossible deadline. Anna, a key team member left the company unexpectedly, which left us short-staffed creating further challenges.

I took the initiative to reorganise tasks, stepping into roles outside of my comfort zone to keep progress steady. I communicated with key stakeholders to manage expectations and to keep communication lines transparent.

By staying calm, and adaptable, I motivated the team to push through the challenging period with a laugh and a smile. In the end we delivered the report to an exceptionally high standard. This experience taught me patience, resilience, teamwork, and leadership skills.",15,15,20
238,3,127,240,"My dream business is one I've thought long and hard about and almost started numerous times and it's called FUTURE KICKSTARS.

It's a community based football academy with a view to teach kids aged 6-14 not just Football skills but teamwork, build confidence, and instil healthy lifelong habits.

We focus on making Football fun and inclusive to all children especially to children who might not be able to access sports programs easily.

The $10,000 investment would help fund equipment, hire local pitches, and launch outreach programs in schools to get more kids involved with. I would open it in partnership with a non-league Football team.

With your support, FUTURE KICKSTARS can inspire not only the next generation of leaders on the pitch but also off the pitch.",24,25,28
238,1,121,236,"I just had one of those days where you are reminded just how important the the small moments are and how they mean the most.

Last month, I stumbled upon a hidden garden tucked behind an old bookstore, serious Secret Garden vibes :)

It was like stepping into a secret world the flowers were vibrant, the bees were buzzing, there was a fountain that was making a soft almost angelic sound.

I sat there for a while letting the calm rush over me and scribbling ideas in my notebook. I was reminded that sometimes it's the unexpected little escapes that recharge your creativity and spirit.

A moment to treasure and a spot that I will return to many many times again.",34,28,38
239,1,55,281,"My rollercoaster of a ride through Thailand was a whirlwind of excitement throughout - from dodging dodgy tuk-tuk drivers to watching jaw-breaking mma knockouts inside of a tin shell, to spotting exotic inhabitants and seeing how the locals like to live life on the edge, it was a good ride, I can tell you that!",32,35,38
239,5,90,167,"A challenge I faced that put me in a chance of significant uncertainty was being made redundant by a previous employer due to a lack of staff funding - leaving me jobless on no hours notice, luckily I always have a trick up my sleeve. I had quietly been building up my side hustles in case of the inevitable ready to go from zero to hero and almost came as a blessing in disguise as I knew I could go all in which is now what has made me successful.",28,25,25
239,3,111,360,"All in one - the place you actually don't want to leave.

I was sick and tired of having to go to three different locations to get three things that i purchase or do every month:

coffee
haircut
fun

Which is how all in one came to be - I plan to build a mega centre that includes anything and everything the average person does per daily and weekly and monthly, a place where the kids can have fun while you get that overdue haircut while sipping on matcha and while the foodies can explore a vast range of delicious food. 

The catch? A unique yearly membership that costs $400 and",32,25,30
239,2,96,176,"I recently purchased a large pizza from Dominos after hearing about the hype - and the hype is here for good reason too.

I placed an order at 6:30pm and by the time I had sat down it was ready for collection and piping hot with the staff greeting me with a warm welcome and happy faces. I swiftly returned home to devour the pizza and find out why people are hyped.

And, wow - from the base to the sauce to the cheese to the toppings everything was a perfect Italian concoction of pure flavour.",20,15,15
242,1,109,249,"Something memorable that stands out to me is the fact that there has been multiple coyotes in my backyard the past couple weeks. It makes nervous although my backyard is fenced in because they could easily jump it. Even worse I have a dog that loves to hangout in the backyard outside so that makes me nervous. 

I am going to look up wildlife people and see if there is something they can do like relocate them. Its memorable to me because I think they are beautiful animals and I've never seen one in person like that up close. I love all animals but want to keep mine safe.",20,22,25
242,2,100,150,"A new restaurant I have tried was a new local hibachi place where the chefs cook the food you order right in front of you. Not only that, but it is pretty much a live entertainment show as well because of the tricks they do and including you while making the food. The sizzling of the grill and the great smell combined with the mesmerizing egg toss into their hat made it a very pleasurable experience. Even though it is a little more on the expensive side I think I will be going back to that restaurant in the future.",20,15,25
242,5,107,176,"A significant challenge I have faced and overcome was when a new kid came to my highschool and he was also a running back on the football team. I had to battle this kid for the starting half back position and it was not easy. He was much bigger and stronger than me but I had him in speed. During the practice I had to stay focused on executing precise footwork, reading the defense and knowing where to go. Since I was more agile than him I believe that is what gave me the edge in coaches eyes and I retained my starting position on the team.",18,15,15
242,3,105,261,"A dream of mine would be to help solve the problem of people going hungry in the USA. By donating $10,000 not only would it help feed families short term, but it would also be supporting a self sustaining model that partners with local businesses and volunteers to help your donation keep a large, long term impact. I think finding a long term solution to this problem is just as important as feeding these hungry people today so we can prevent the others from going hungry in the future. I hope you will consider making this donation and we appreciate you very much, Thank you.",18,15,15
244,5,39,204,"during a crucial project we faced an unexpected staff sortage weeks before the deadline i organised daily checkins to prioritse tasks, redistributed workloads and implemented a streamlines comms process, ulitimately delivering the projet on time and exceeding client expectations",15,25,15
245,3,101,248,"Let's imagine a world where every home in North America can easily grow its very own fresh, organic produce. Not only by reducing food miles but by promoting sustainability as well. Introducing GreenNest, an innovative smart indoor garden system that combines AI technology with hydroponics to make home farming accessible and efficient. With an investment of $10,000, we will be able to transform our AI to optimize plant growth and energy usage. This will bring the farm-to-table experiences into every household, while reducing waste and promoting a much healthier lifestyle. This will catapult our societies into a more environmentally productive future.",28,25,38
245,1,47,360,"Today, during one of my daily walks, I noticed a gorgeous sunset near the local river! It was so beautiful out, everyone had their dogs, families, friends, and loved ones with them during this hour of the day. I stumbled upon a hidden gem alongside the riv",20,25,20
245,2,105,306,"I recently watched the movie M3GAN 2.0 and was thoroughly impressed by how creative and action-packed it was. It seems like the director and writers took every single idea they had and jam-packed it into one 2-hour film. Usually, such a risk would not work out; however, this cast had taken on the challenge and performed various types of acting. Sequels usually stick to a linear storyline with an easy-to-follow plot. M3GAN 2.0 strays from that norm and finds itself in the middle of a thematic shift of a whole class of its own. It was a joy to watch something as bizzare as this.",28,15,38
245,5,101,335,"A significant challenge I have faced and overcome would have to be the passing of my Mother. As devastating and painful as this loss was, it taught me so many different ways of coping with and managing stressful situations. Losing someone you love is an unfortunate path that allows you to build character maybe a little faster than you'd like. Learning resilience, stress management and loss has adequately prepared me for this position. These are necessary skills that are imperative for a work environment like this. You need to be able to regulate yourself before regulating others in a work environment.",20,25,20
246,3,35,359,"Ladies and gentlemen, imaging a word where investing is a thing of the past. At my company , we have developed the solution. which is revolutionizing the industry with its most possible benefits. Our inno",15,10,12
246,5,91,360,"Starting by identification a challenge that demonstrates qualities like resilience, problem, solving or adaptability. briefly describe the situation, then focus on the actions you took and the positive outcome. For example: In my previous role, I was tasked with leading a project with a tight deadline and limited resources. I organized the team to prioritize tasks effectively and implemented creative solutions to resource constraints, resulting in a successful project completion ahead of schedule. I faced a challenge when our team was tasked with launching a new product under a tight deadl",15,10,15
246,2,76,323,"I recently visited The cozy Spoon, a quaint little restaurant nestled in the heart of downtown. From the moment I stepped inside, I was greeted by the warm arome of freshly baked bread and the friendly smiles of the staff. The rustic decor, complete with mismatched chairs and fairy lights. created an inviting atmosphere perfect for a relaxing meal. I ordered the house special, a savory mushroom risotto that was both creamy and rich in flavor.",20,15,15
246,1,103,347,"Just a few weeks ago, I found myself kayaking under a sky painted with the colors of the sunset, the water mirroring the vibrant hues. It was a moment where time seemed to stand still and I felt completely at peace, great full , for the beauty around me and the gentle reminder that sometimes the best adventures are the simplest ones.  As  glided across the tranquil water, the rhythmic splash of my paddle become a soothing sundtrack. the cool nreeze carried the scent of pine trees. and for a moment I was part of the landcape a fleeting whisper in nature's grand.",34,32,38
247,2,222,360,"I recently attended the cinema to watch the new F1 movie. I am a huge Formula One fan so i've been looking forward to this one for a long time. The movie is visually stunning, the angles they capture and the in car footage to see the races from the drivers perspective are something that i've never seen before. It was also thrilling to be able to see my favourite drivers throughout the movie as this gave it a sense of realism within the fandom of the sport - though I do wish the drivers had played a larger part in the story. The basis of the story was good and taking it back to previous days of F1 with mentions of the legends was a nice touch. The soundtrack for the movie is absolutely phenomenal and really is a positive factor for the film. Now onto the negative side, the romance within the movie was completely unnecessary and undermined the main female character and her capabilities that led to her being part of the team. There were also some fundamental sporting rules that simply could not happen within the scope of a real formula one race. That being said it was a very enjoyable movie overall if you don't take it too seriously and one I wouldn't hesitate to watch again.",20,25,28
247,3,110,208,"I am an artist at heart and its where my passion has always been. I am looking to set up and business via e-commerce that will allow me to sell my art to customers all over the world. I specialise in pencil drawings of popular figures from tv shows, movies and the sporting world as well as fore edge paintings on some of the worlds most loved books which is niche market that has the potential to yield serious income.

I intend to increase my reach to customers through various social media channels and believe i can do this successfully and create a vibrant well known and sought after brand",24,25,20
247,1,65,151,"Had a great time on the A'DAM lookout in Amsterdam, we learned about some of the history of the area, headed up to the rooftop for some amazing views of the city on the most beautiful day and then topped it all off with a shot on the swing that takes you out over the side of the building. Exhilirating doesn't even come close!

#ADAMLookoutAdventure",28,25,25
247,5,125,215,It was Christmas eve and our largest client announced that they required any stock held from previous orders that had not been used to be invoiced by the end of day or they would not be willing to pay for it. This is a long winded process for us as it requires the stock to moved into a certain kind of inventory on the system to allow the invoices to be generated and this cannot be done as a block movement but must be done for each individual kind of stock separately. Three members of the team came together and we used a divide and conquer approach to work through each item systematically to ensure that the company did not lose out on any revenue.,20,25,15
248,2,106,294,"i will write about a movie is saw last weekend. there's plenty hype around the movie so i decided to see it. the start was good and everything was going well but after the first quarter an hour, it became so boring that i wanted to turn off the TV and sleep. I watched the on but with less interest. i even let my know how boring it got then i turned the TV off to scroll through social media. I guess the reviews about the movie were wrong and the hype it got was not deserving. i would rate it a 4 out of 10.",15,15,12
248,1,75,359,"last sunday, we gathered under the warm embrace of my grandmother's cozy home, where every corner whispers a cherished memory. it was her 92nd birthday, a celebration of a life well-lived and a legacy of love. the aroma of homemade dishes filled the air, mingling with laughter and the melody of clinking glasses. my cousins and i swapped stories while the little ones played games in the garden, their giggles painting the afternoon with joy",28,25,35
248,3,59,360,"indulge in the art of luxury with our exclusive fragrace collection, meticulously curated for the discerning connoisseur. at apex fragrance, we offer an unparalleled olfactory experience that transcends the ordinary, featuring the most exquisite and rare scents sourced from the world's finest perfumeries. each fragrance is a masterpiece, crafted to embody sophistication and elegance, much like our esteemed clientele.",20,25,30
248,5,116,360,"i have been faced with working 2 different jobs because i needed to clear my debts and live a better life. i shuffled different work shifts in challenging weather conditions and long trekking distances. i barely slept 5 hours a day and literally had no time for fun activities because i was always on the go. i did this consistently for a year and it eventually paid off. i cleared my debts, got a better job and got a good life partner to push through life together. it wasna good experience but i believe it taught me resilience and hardword, patience and humility and overall, i got to manage my time better and complete assigned tasks",20,15,20
249,1,61,283,"Just a few weeks ago, i found myself trekking through the vibrant chaos of a local farmers' market, where the air was a lively mix of fresh produce and laughter. stumbling upon a hidden corner, i tastes the most incredible homemade lavender ice cream, and in that moment, my taste buds danced like never before-pure bliss on a sunny Saturday !",32,35,35
249,3,66,261,"My dream business is a sustainable clothing line that transform ocean plastic into stylish , eco-friendly apparel. By investing $10,000, you will help us not only reduce ocean pollution but also set a new standard for fashion with our innovative designs and commitment to environmental responsibility. Your support will empower us to expand our operations, increase our impact, and inspire a global movement towards conscious consumerism",28,25,38
